Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
4172,5843241,74,15,single,rented,no,Air_traffic_controller,Kollam,Kerala,9,14,0
4173,5921974,25,3,married,rented,no,Web_designer,Morbi,Gujarat,3,11,0
4174,7440935,34,0,single,rented,yes,Chemical_engineer,Raiganj,West_Bengal,0,14,0
4175,361363,45,0,single,rented,no,Computer_operator,Parbhani,Maharashtra,0,10,0
4176,4936411,69,8,married,rented,yes,Design_Engineer,Jalna,Maharashtra,3,13,0
4177,3102332,21,12,single,rented,no,Psychologist,Firozabad,Uttar_Pradesh,12,14,0
4178,7202212,75,19,single,rented,no,Librarian,Danapur,Bihar,8,10,0
4179,155712,46,9,single,rented,no,Economist,Vellore,Tamil_Nadu,6,11,0
4180,9741513,32,11,single,owned,yes,Web_designer,North_Dumdum,West_Bengal,10,14,0
4181,6117963,51,20,single,rented,yes,Magistrate,Bangalore,Karnataka,10,10,0
4182,7121310,53,9,single,rented,no,Drafter,Kadapa[23],Andhra_Pradesh,9,11,0
4183,4088166,40,7,single,rented,no,Architect,Dhule,Maharashtra,7,14,1
4184,8541790,59,17,single,rented,no,Dentist,Hajipur[31],Bihar,3,14,0
4185,4043789,55,17,single,rented,no,Chef,Hospet,Karnataka,10,11,0
4186,7257940,37,17,single,rented,no,Design_Engineer,Kanpur,Uttar_Pradesh,7,10,0
4187,6718459,66,0,single,rented,yes,Chemical_engineer,Faridabad,Haryana,0,12,0
4188,84792,77,2,single,rented,no,Financial_Analyst,Hubliâ€“Dharwad,Karnataka,2,13,0
4189,4973814,24,19,single,rented,no,Computer_operator,Amritsar,Punjab,6,12,1
4190,8369802,43,7,single,rented,no,Secretary,Anand,Gujarat,6,13,0
4191,5282884,72,3,single,rented,no,Politician,Munger,Bihar,3,10,0
4192,9422918,77,11,single,rented,no,Secretary,Aurangabad,Maharashtra,9,13,1
4193,3109455,34,20,single,rented,yes,Analyst,Morena,Madhya_Pradesh,12,11,0
4194,5993219,79,17,single,rented,yes,Biomedical_Engineer,Nagaon,Assam,4,12,0
4195,4465809,25,6,single,rented,no,Architect,Amaravati,Andhra_Pradesh,4,12,0
4196,7023630,22,10,married,rented,no,Librarian,Dehri[30],Bihar,4,11,0
4197,6672263,75,8,married,rented,yes,Army_officer,Nizamabad,Telangana,8,13,0
4198,3890930,26,19,single,rented,no,Army_officer,Gangtok,Sikkim,7,13,0
4199,1107270,35,16,single,rented,no,Drafter,Cuttack,Odisha,4,13,0
4200,2278568,25,4,single,rented,no,Consultant,Unnao,Uttar_Pradesh,4,12,1
4201,2385302,69,10,single,rented,yes,Secretary,Panipat,Haryana,8,13,1
4202,6565653,53,12,single,owned,no,Army_officer,Aligarh,Uttar_Pradesh,11,12,1
4203,9829613,47,17,single,rented,no,Chartered_Accountant,Jorhat,Assam,12,13,0
4204,7468729,50,9,married,rented,yes,Psychologist,Thrissur,Kerala,5,10,0
4205,6301452,71,4,single,rented,no,Police_officer,Bhubaneswar,Odisha,3,12,0
4206,4986118,72,19,single,rented,yes,Geologist,Hospet,Karnataka,10,13,0
4207,2133633,79,3,single,rented,no,Hotel_Manager,Mira-Bhayandar,Maharashtra,3,12,0
4208,389508,49,0,single,rented,yes,Statistician,Silchar,Assam,0,12,0
4209,8797493,55,15,single,rented,no,Technology_specialist,Coimbatore,Tamil_Nadu,12,13,0
4210,31297,71,9,single,rented,yes,Artist,Rajkot,Gujarat,7,10,0
4211,9237126,25,16,single,owned,no,Surgeon,Tadipatri,Andhra_Pradesh,3,10,0
4212,3830939,53,3,single,rented,yes,Chef,Sonipat,Haryana,3,11,0
4213,5214871,29,19,married,rented,no,Scientist,Karimnagar,Telangana,13,12,0
4214,483779,57,5,single,rented,no,Computer_hardware_engineer,Pune,Maharashtra,5,14,0
4215,1893495,27,3,single,rented,no,Statistician,Panihati,West_Bengal,3,10,0
4216,6917119,44,20,married,rented,yes,Physician,South_Dumdum,West_Bengal,8,11,0
4217,1604148,35,20,single,rented,yes,Hotel_Manager,Phusro,Jharkhand,3,13,0
4218,9028969,62,19,single,rented,yes,Industrial_Engineer,Madurai,Tamil_Nadu,4,10,0
4219,2590772,53,17,single,rented,no,Firefighter,Mangalore,Karnataka,10,14,0
4220,9718890,56,13,single,norent_noown,no,Chef,Proddatur,Andhra_Pradesh,8,14,0
4221,5563521,26,4,single,rented,no,Analyst,Rourkela,Odisha,4,13,1
4222,9131685,72,13,single,norent_noown,no,Computer_hardware_engineer,Rajkot,Gujarat,13,10,0
4223,3626972,78,7,single,rented,no,Aviator,Hindupur,Andhra_Pradesh,7,11,0
4224,4822937,33,0,single,rented,no,Engineer,Katihar,Bihar,0,14,0
4225,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar_Pradesh,6,11,0
4226,3871382,41,0,single,rented,no,Chemical_engineer,Katihar,Bihar,0,10,0
4227,5734542,32,12,single,rented,no,Software_Developer,Unnao,Uttar_Pradesh,5,13,0
4228,479113,45,0,single,rented,yes,Comedian,Raichur,Karnataka,0,13,0
4229,743219,54,5,single,owned,no,Statistician,Haridwar,Uttarakhand,5,12,1
4230,2276484,31,19,married,rented,yes,Industrial_Engineer,Dhanbad,Jharkhand,7,14,0
4231,3625101,28,5,single,rented,no,Comedian,Gopalpur,West_Bengal,5,10,1
4232,4039148,54,12,married,rented,no,Magistrate,Thoothukudi,Tamil_Nadu,6,14,0
4233,8896315,27,5,single,rented,no,Aviator,Amravati,Maharashtra,5,12,1
4234,2838734,58,14,single,rented,no,Chef,Khandwa,Madhya_Pradesh,5,10,1
4235,173096,40,13,single,rented,no,Politician,Ahmedabad,Gujarat,3,13,0
4236,2020252,78,4,single,rented,no,Computer_operator,Indore,Madhya_Pradesh,4,10,1
4237,6735953,36,19,single,rented,no,Psychologist,Buxar[37],Bihar,12,10,0
4238,6350000,23,4,single,rented,no,Web_designer,Madurai,Tamil_Nadu,4,12,0
4239,4400395,70,1,single,rented,no,Economist,Mathura,Uttar_Pradesh,1,12,0
4240,5001124,46,11,single,owned,yes,Analyst,Hazaribagh,Jharkhand,11,11,0
4241,3864368,58,13,single,rented,yes,Web_designer,Mumbai,Maharashtra,8,13,0
4242,9803840,54,18,single,rented,no,Artist,Salem,Tamil_Nadu,5,10,0
4243,1192674,43,13,single,rented,no,Biomedical_Engineer,Howrah,West_Bengal,8,14,0
4244,2088495,59,20,married,rented,no,Geologist,Kakinada,Andhra_Pradesh,11,13,0
4245,6927537,36,14,single,rented,yes,Graphic_Designer,Ulhasnagar,Maharashtra,7,12,1
4246,6195504,70,20,single,rented,yes,Software_Developer,Cuttack,Odisha,10,10,1
4247,4010697,31,2,single,rented,no,Police_officer,Berhampur,Odisha,2,10,0
4248,8294556,72,17,single,owned,no,Flight_attendant,Kolkata,West_Bengal,13,13,0
4249,191660,70,10,single,rented,no,Secretary,Anand,Gujarat,4,14,0
4250,1810939,67,15,single,rented,no,Biomedical_Engineer,Adoni,Andhra_Pradesh,4,13,0
4251,5591112,50,16,single,rented,no,Magistrate,Salem,Tamil_Nadu,9,11,0
4252,6133734,25,17,single,rented,no,Dentist,Anantapur,Andhra_Pradesh,4,13,0
4253,933077,40,8,single,rented,yes,Air_traffic_controller,Etawah,Uttar_Pradesh,8,10,0
4254,942803,69,19,single,rented,yes,Geologist,Nanded,Maharashtra,9,14,0
4255,7968958,36,15,single,rented,yes,Police_officer,Gaya,Bihar,3,10,0
4256,1077680,41,19,single,rented,yes,Geologist,Mangalore,Karnataka,11,12,0
4257,8454024,56,7,single,rented,no,Firefighter,Arrah,Bihar,5,12,0
4258,9370149,35,18,single,rented,no,Politician,Bulandshahr,Uttar_Pradesh,6,11,0
4259,8909885,22,3,married,rented,yes,Computer_operator,Darbhanga,Bihar,3,11,0
4260,9739777,22,18,single,rented,no,Firefighter,Panipat,Haryana,4,10,0
4261,9173880,41,18,single,rented,yes,Petroleum_Engineer,Aurangabad,Maharashtra,7,14,0
4262,540938,37,13,single,rented,yes,Lawyer,Shivpuri,Madhya_Pradesh,12,10,0
4263,5982820,26,5,single,rented,no,Surveyor,Tiruppur,Tamil_Nadu,5,13,0
4264,3140216,22,9,single,rented,no,Financial_Analyst,Amroha,Uttar_Pradesh,6,10,0
4265,1503033,72,19,married,rented,no,Software_Developer,Ghaziabad,Uttar_Pradesh,3,12,0
4266,7449317,38,4,single,rented,yes,Petroleum_Engineer,Bhimavaram,Andhra_Pradesh,4,10,0
4267,439493,46,18,single,rented,no,Web_designer,Proddatur,Andhra_Pradesh,7,10,0
4268,3734978,64,0,single,rented,no,Comedian,Silchar,Assam,0,13,0
4269,6572051,28,14,single,rented,no,Drafter,Guntur[13],Andhra_Pradesh,9,11,0
4270,2649521,69,14,single,rented,no,Analyst,Anantapur,Andhra_Pradesh,7,12,0
4271,4195478,52,12,single,owned,no,Aviator,Panipat,Haryana,5,13,0
4272,640220,35,11,single,rented,no,Air_traffic_controller,Mirzapur,Uttar_Pradesh,9,14,0
4273,7526244,25,20,single,rented,no,Statistician,Jaipur,Rajasthan,13,10,0
4274,1325345,66,8,single,rented,no,Financial_Analyst,Moradabad,Uttar_Pradesh,8,14,1
4275,6830726,29,20,married,rented,yes,Secretary,Rajkot,Gujarat,3,14,0
4276,718860,79,13,single,rented,no,Design_Engineer,Hazaribagh,Jharkhand,3,10,0
4277,5550769,59,5,married,rented,no,Technical_writer,Visakhapatnam[4],Andhra_Pradesh,5,11,0
4278,6474794,47,7,single,rented,yes,Mechanical_engineer,Bettiah[33],Bihar,5,14,0
4279,7566712,41,16,single,rented,no,Artist,Kulti,West_Bengal,8,12,0
4280,6284059,45,4,single,norent_noown,no,Software_Developer,Ulhasnagar,Maharashtra,4,11,0
4281,7515439,74,6,single,rented,no,Politician,Davanagere,Karnataka,6,11,1
4282,6997997,23,17,single,rented,no,Chemical_engineer,Etawah,Uttar_Pradesh,5,12,0
4283,8056937,67,10,single,rented,yes,Statistician,Kottayam,Kerala,10,14,0
4284,4621722,44,11,single,rented,no,Physician,Bardhaman,West_Bengal,6,14,1
4285,9591471,61,0,single,rented,no,Financial_Analyst,Jabalpur,Madhya_Pradesh,0,14,0
4286,241556,68,14,single,rented,no,Civil_engineer,Durg,Chhattisgarh,10,11,0
4287,8807021,26,19,single,owned,no,Statistician,Vijayanagaram,Andhra_Pradesh,3,13,0
4288,6969623,26,17,single,rented,no,Technology_specialist,Raipur,Chhattisgarh,9,11,0
4289,7508587,58,13,single,rented,no,Microbiologist,Singrauli,Madhya_Pradesh,13,11,0
4290,2477727,63,15,single,rented,no,Designer,Ballia,Uttar_Pradesh,7,12,1
4291,5524586,67,7,single,rented,no,Technical_writer,Karnal,Haryana,7,12,0
4292,338634,72,13,single,rented,yes,Technology_specialist,Srinagar,Jammu_and_Kashmir,8,12,0
4293,5443970,35,4,single,rented,no,Architect,Thiruvananthapuram,Kerala,4,10,1
4294,4657522,59,9,single,owned,no,Artist,New_Delhi,Delhi,4,13,0
4295,7985654,49,5,single,rented,no,Web_designer,Nandyal,Andhra_Pradesh,5,14,0
4296,7233894,37,9,single,rented,no,Army_officer,Karaikudi,Tamil_Nadu,3,12,0
4297,4164155,24,2,single,norent_noown,no,Software_Developer,Bhopal,Madhya_Pradesh,2,13,0
4298,6127106,72,7,single,rented,no,Mechanical_engineer,Faridabad,Haryana,7,12,0
4299,7975781,36,15,single,rented,no,Scientist,Udaipur,Rajasthan,10,12,0
4300,6652412,30,18,single,owned,yes,Fashion_Designer,Bhopal,Madhya_Pradesh,7,13,0
4301,5712077,21,0,single,rented,no,Police_officer,Mau,Uttar_Pradesh,0,12,1
4302,8498715,24,1,single,rented,no,Lawyer,Amaravati,Andhra_Pradesh,1,14,0
4303,254930,69,0,single,owned,no,Aviator,Nangloi_Jat,Delhi,0,11,0
4304,4239717,21,5,single,rented,no,Scientist,Ghaziabad,Uttar_Pradesh,5,12,0
4305,7907929,31,20,single,rented,no,Secretary,Pune,Maharashtra,12,11,0
4306,1088718,60,5,single,rented,yes,Surveyor,Tezpur,Assam,5,10,0
4307,12608,64,19,single,norent_noown,no,Physician,Dehradun,Uttarakhand,5,11,0
4308,3631880,58,8,single,rented,no,Aviator,Amravati,Maharashtra,5,11,0
4309,4568685,45,15,single,rented,yes,Comedian,Bidhannagar,West_Bengal,4,13,0
4310,1989746,43,12,single,rented,yes,Physician,Siliguri,West_Bengal,4,14,0
4311,2900446,45,20,single,owned,no,Petroleum_Engineer,Bellary,Karnataka,6,10,0
4312,8986429,70,9,single,rented,no,Consultant,Muzaffarpur,Bihar,9,12,0
4313,3767057,33,20,single,rented,no,Official,Udupi,Karnataka,6,11,1
4314,715648,33,0,single,rented,no,Psychologist,Visakhapatnam[4],Andhra_Pradesh,0,12,0
4315,7415733,25,0,single,rented,no,Hotel_Manager,Gurgaon,Haryana,0,12,0
4316,6270306,67,13,single,rented,yes,Financial_Analyst,Ambattur,Tamil_Nadu,13,13,1
4317,4407294,73,20,single,rented,no,Biomedical_Engineer,Surat,Gujarat,7,12,0
4318,7638998,46,14,single,rented,yes,Firefighter,Gandhidham,Gujarat,12,11,0
4319,9148290,50,15,single,rented,no,Architect,Bhilwara,Rajasthan,12,10,1
4320,5190338,50,9,single,rented,no,Hotel_Manager,Visakhapatnam[4],Andhra_Pradesh,6,13,0
4321,1669231,41,6,single,rented,no,Surveyor,Mau,Uttar_Pradesh,6,11,0
4322,8542806,31,12,married,rented,no,Civil_servant,Vadodara,Gujarat,6,13,0
4323,221630,58,12,single,rented,yes,Web_designer,Durg,Chhattisgarh,7,12,0
4324,3356017,52,0,single,rented,yes,Civil_servant,Etawah,Uttar_Pradesh,0,14,0
4325,6204008,42,5,single,rented,no,Magistrate,Visakhapatnam[4],Andhra_Pradesh,5,10,0
4326,9744419,47,10,single,rented,yes,Fashion_Designer,Bharatpur,Rajasthan,10,13,0
4327,8489881,34,4,married,rented,no,Designer,Jalandhar,Punjab,4,12,0
4328,2724690,56,1,single,rented,yes,Civil_servant,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,1
4329,3054835,68,10,single,rented,no,Lawyer,Jaunpur,Uttar_Pradesh,3,14,0
4330,4031882,35,4,single,rented,yes,Statistician,Nellore[14][15],Andhra_Pradesh,4,10,0
4331,226629,53,18,single,rented,no,Psychologist,Sirsa,Haryana,12,11,0
4332,757960,58,5,single,rented,yes,Engineer,Sambhal,Uttar_Pradesh,5,10,1
4333,8723251,54,15,single,rented,yes,Fashion_Designer,Thiruvananthapuram,Kerala,13,12,0
4334,8768562,67,13,married,rented,no,Army_officer,Etawah,Uttar_Pradesh,4,10,0
4335,8948812,52,11,single,rented,yes,Financial_Analyst,Meerut,Uttar_Pradesh,10,11,1
4336,5229178,40,18,single,rented,no,Police_officer,Arrah,Bihar,8,13,0
4337,7736891,30,12,single,rented,yes,Graphic_Designer,Srikakulam,Andhra_Pradesh,10,14,1
4338,270482,35,15,single,rented,no,Air_traffic_controller,Burhanpur,Madhya_Pradesh,7,13,0
4339,3983449,70,12,single,rented,no,Architect,Rampur,Uttar_Pradesh,8,11,0
4340,5647261,64,10,single,rented,no,Psychologist,Bhusawal,Maharashtra,10,10,1
4341,5129206,59,8,single,rented,no,Army_officer,Sri_Ganganagar,Rajasthan,3,12,1
4342,109949,25,1,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,1,12,0
4343,8617150,30,5,single,rented,yes,Chef,Jodhpur,Rajasthan,5,12,0
4344,4301546,66,12,single,rented,yes,Analyst,Karawal_Nagar,Delhi,8,11,1
4345,3412690,66,13,single,rented,no,Hotel_Manager,Amritsar,Punjab,11,14,0
4346,8796254,48,17,single,owned,yes,Computer_operator,Bikaner,Rajasthan,10,14,0
4347,8413446,35,11,single,rented,no,Technician,Tenali,Andhra_Pradesh,4,11,0
4348,1737928,28,8,single,rented,no,Civil_engineer,Suryapet,Telangana,8,10,0
4349,5610392,31,6,married,rented,no,Computer_operator,Proddatur,Andhra_Pradesh,6,10,0
4350,8005797,58,5,single,rented,yes,Surveyor,Shivpuri,Madhya_Pradesh,5,14,0
4351,7693184,47,2,single,rented,yes,Official,Dhule,Maharashtra,2,13,0
4352,2936833,57,9,single,rented,yes,Biomedical_Engineer,Haldia,West_Bengal,9,13,1
4353,3963382,43,19,single,rented,no,Drafter,Visakhapatnam[4],Andhra_Pradesh,14,14,0
4354,5639383,37,5,single,rented,no,Civil_engineer,Sonipat,Haryana,4,12,1
4355,6235492,68,6,single,norent_noown,no,Comedian,Jamalpur[36],Bihar,6,12,0
4356,2045384,52,5,single,rented,no,Economist,Tirunelveli,Tamil_Nadu,5,10,0
4357,5160725,46,16,single,rented,no,Hotel_Manager,Loni,Uttar_Pradesh,3,11,0
4358,2568817,78,5,single,owned,yes,Chemical_engineer,Satna,Madhya_Pradesh,5,14,1
4359,1880253,63,1,single,rented,no,Designer,Kumbakonam,Tamil_Nadu,1,10,0
4360,8776828,78,10,single,rented,no,Statistician,Raebareli,Uttar_Pradesh,5,14,0
4361,9292764,47,0,single,owned,no,Surgeon,Jhansi,Uttar_Pradesh,0,12,0
4362,6606244,33,8,single,rented,no,Flight_attendant,Bhiwani,Haryana,8,13,0
4363,1969961,51,9,married,rented,yes,Dentist,Amritsar,Punjab,9,12,0
4364,7667833,70,16,single,rented,no,Surgeon,Mau,Uttar_Pradesh,11,12,0
4365,5455001,47,5,single,rented,no,Technology_specialist,Navi_Mumbai,Maharashtra,5,12,0
4366,1464300,58,10,single,rented,yes,Physician,Bhalswa_Jahangir_Pur,Delhi,10,13,0
4367,7946836,35,16,single,rented,no,Computer_hardware_engineer,Pudukkottai,Tamil_Nadu,12,12,0
4368,9662707,31,2,single,rented,no,Air_traffic_controller,Aurangabad[39],Bihar,2,13,1
4369,8492379,28,16,single,rented,no,Computer_hardware_engineer,Surendranagar_Dudhrej,Gujarat,14,11,1
4370,5456621,60,16,single,rented,no,Analyst,Rewa,Madhya_Pradesh,9,13,0
4371,9677982,32,15,single,rented,no,Statistician,Kanpur,Uttar_Pradesh,6,14,0
4372,871838,25,4,single,rented,yes,Fashion_Designer,Tiruvottiyur,Tamil_Nadu,4,14,0
4373,4407262,64,8,single,rented,yes,Drafter,Kakinada,Andhra_Pradesh,6,11,0
4374,3990809,58,12,single,owned,no,Mechanical_engineer,Mehsana,Gujarat,12,11,0
4375,6652382,35,13,single,rented,yes,Fashion_Designer,Durgapur,West_Bengal,7,14,0
4376,7747841,71,14,single,rented,no,Computer_operator,Madanapalle,Andhra_Pradesh,5,10,0
4377,6767059,53,10,single,rented,no,Magistrate,Dehri[30],Bihar,10,11,0
4378,3642033,32,17,single,rented,no,Financial_Analyst,Fatehpur,Uttar_Pradesh,7,11,0
4379,2363864,59,9,single,rented,no,Police_officer,Chittoor[28],Andhra_Pradesh,4,10,0
4380,2805855,42,7,single,rented,no,Civil_engineer,Thane,Maharashtra,7,11,0
4381,6767468,21,3,married,rented,no,Drafter,Raurkela_Industrial_Township,Odisha,3,11,0
4382,2818110,41,20,married,rented,no,Librarian,Akola,Maharashtra,12,14,0
4383,4156627,57,11,single,rented,no,Chartered_Accountant,Silchar,Assam,3,12,0
4384,3660631,34,16,single,rented,yes,Surgeon,Udaipur,Rajasthan,9,14,0
4385,7731935,25,3,single,norent_noown,yes,Artist,Nagpur,Maharashtra,3,13,0
4386,4544920,36,15,single,rented,no,Chartered_Accountant,Morena,Madhya_Pradesh,7,10,0
4387,667691,40,20,married,rented,no,Official,Nandyal,Andhra_Pradesh,13,13,0
4388,5278110,45,10,single,rented,yes,Computer_operator,Siliguri,West_Bengal,8,10,1
4389,7079992,41,7,single,rented,no,Surveyor,Dehri[30],Bihar,6,10,0
4390,1537266,78,13,single,rented,no,Web_designer,Coimbatore,Tamil_Nadu,9,12,0
4391,6926928,24,11,single,rented,no,Chef,Hospet,Karnataka,5,14,0
4392,7622856,59,5,single,owned,no,Lawyer,Thanjavur,Tamil_Nadu,5,11,0
4393,7396490,59,0,married,rented,yes,Analyst,Dibrugarh,Assam,0,11,0
4394,6259059,70,8,married,rented,yes,Civil_servant,Chandigarh_city,Chandigarh,8,10,0
4395,7027850,45,13,single,rented,no,Technician,Anantapuram[24],Andhra_Pradesh,7,14,0
4396,46244,36,9,single,rented,no,Statistician,Ajmer,Rajasthan,8,14,0
4397,4937591,60,2,single,rented,no,Biomedical_Engineer,Buxar[37],Bihar,2,13,1
4398,6864296,55,8,single,rented,no,Computer_hardware_engineer,Navi_Mumbai,Maharashtra,8,12,0
4399,4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
4400,6426694,47,13,single,rented,no,Financial_Analyst,Guntakal,Andhra_Pradesh,8,12,0
4401,1715663,54,16,single,rented,no,Police_officer,Dehri[30],Bihar,14,11,1
4402,4617349,71,5,single,rented,no,Surgeon,Sasaram[30],Bihar,5,11,0
4403,6653271,49,11,single,rented,no,Civil_engineer,Kochi,Kerala,11,10,1
4404,9936818,79,6,single,rented,no,Police_officer,Farrukhabad,Uttar_Pradesh,6,13,0
4405,6403083,67,2,single,rented,yes,Flight_attendant,Ongole,Andhra_Pradesh,2,12,0
4406,2859501,61,16,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,7,10,0
4407,7153397,49,18,single,rented,no,Industrial_Engineer,Satara,Maharashtra,14,10,0
4408,8997854,36,16,single,rented,no,Chef,Udupi,Karnataka,5,10,1
4409,4671113,68,13,single,owned,yes,Technology_specialist,Imphal,Manipur,11,13,1
4410,1464687,23,12,single,rented,yes,Civil_servant,Ambattur,Tamil_Nadu,12,13,1
4411,8451218,74,1,single,rented,no,Financial_Analyst,Saharanpur,Uttar_Pradesh,1,12,0
4412,853458,78,19,single,owned,no,Economist,Kanpur,Uttar_Pradesh,12,12,0
4413,3208112,31,15,single,rented,no,Hotel_Manager,Indore,Madhya_Pradesh,11,11,0
4414,4771390,35,17,single,rented,no,Chemical_engineer,Gandhidham,Gujarat,9,14,0
4415,8737301,70,14,single,rented,no,Technology_specialist,Gulbarga,Karnataka,13,10,0
4416,2162328,52,7,single,rented,no,Army_officer,Bahraich,Uttar_Pradesh,7,12,0
4417,4253315,66,7,single,rented,no,Chemical_engineer,Vasai-Virar,Maharashtra,7,11,0
4418,3883838,62,19,single,rented,no,Web_designer,Chapra,Bihar,13,13,1
4419,8312214,43,12,single,rented,no,Statistician,Sasaram[30],Bihar,12,11,0
4420,8609803,66,3,single,rented,no,Police_officer,Karimnagar,Telangana,3,11,0
4421,5827147,53,12,single,rented,no,Flight_attendant,Burhanpur,Madhya_Pradesh,10,10,0
4422,9035152,56,10,single,rented,no,Air_traffic_controller,Kulti,West_Bengal,10,14,0
4423,2624615,66,4,single,rented,yes,Computer_hardware_engineer,Vijayawada,Andhra_Pradesh,4,12,0
4424,7695433,33,15,single,rented,yes,Army_officer,Mango,Jharkhand,12,12,0
4425,7219160,24,7,single,rented,yes,Microbiologist,Pune,Maharashtra,5,14,0
4426,570560,60,9,single,rented,no,Computer_operator,Panchkula,Haryana,4,13,0
4427,1198023,44,7,single,rented,no,Librarian,Kumbakonam,Tamil_Nadu,3,12,0
4428,3217169,73,20,single,rented,no,Financial_Analyst,Pudukkottai,Tamil_Nadu,5,10,0
4429,1880537,25,8,single,rented,no,Chemical_engineer,Karawal_Nagar,Delhi,8,11,0
4430,2307642,72,12,single,rented,no,Chartered_Accountant,Bulandshahr,Uttar_Pradesh,12,13,0
4431,3346408,58,7,single,owned,yes,Scientist,Madanapalle,Andhra_Pradesh,3,12,0
4432,3450686,25,10,single,rented,no,Official,Jalgaon,Maharashtra,5,12,0
4433,2309662,64,12,single,owned,no,Civil_engineer,Bilaspur,Chhattisgarh,10,11,1
4434,6945171,55,18,single,rented,no,Psychologist,South_Dumdum,West_Bengal,8,11,0
4435,7556052,57,16,single,owned,yes,Police_officer,Gorakhpur,Uttar_Pradesh,3,13,1
4436,9116886,74,18,single,rented,no,Air_traffic_controller,Berhampur,Odisha,7,13,0
4437,6987406,27,10,single,rented,no,Scientist,Agra,Uttar_Pradesh,8,11,1
4438,5467538,32,19,single,rented,yes,Web_designer,Barasat,West_Bengal,13,12,0
4439,4959909,56,11,single,rented,yes,Mechanical_engineer,Adoni,Andhra_Pradesh,5,12,1
4440,8413255,55,15,single,rented,yes,Chef,Bidar,Karnataka,13,12,0
4441,8162148,35,18,married,rented,no,Petroleum_Engineer,Dharmavaram,Andhra_Pradesh,11,13,0
4442,9930063,46,15,single,rented,yes,Comedian,Kirari_Suleman_Nagar,Delhi,5,10,0
4443,3430690,60,12,single,rented,yes,Petroleum_Engineer,Patna,Bihar,12,12,0
4444,7584472,37,20,single,rented,no,Surveyor,Bharatpur,Rajasthan,12,11,0
4445,3451746,34,20,single,owned,no,Statistician,Bettiah[33],Bihar,6,10,0
4446,9085922,55,4,single,rented,no,Mechanical_engineer,Bhalswa_Jahangir_Pur,Delhi,4,11,0
4447,2893051,66,2,single,owned,no,Architect,Raiganj,West_Bengal,2,13,0
4448,3013661,71,3,single,owned,no,Biomedical_Engineer,Kirari_Suleman_Nagar,Delhi,3,14,0
4449,3181072,57,12,single,rented,yes,Analyst,Howrah,West_Bengal,10,12,1
4450,5576354,76,20,single,rented,yes,Firefighter,Dharmavaram,Andhra_Pradesh,6,10,0
4451,9194280,35,20,single,rented,no,Petroleum_Engineer,Vijayawada,Andhra_Pradesh,12,12,0
4452,7792403,65,8,single,rented,no,Web_designer,Karaikudi,Tamil_Nadu,3,12,0
4453,3971141,67,16,single,rented,no,Drafter,Pimpri-Chinchwad,Maharashtra,13,13,0
4454,5278563,52,8,single,rented,no,Civil_servant,Pimpri-Chinchwad,Maharashtra,5,10,0
4455,6877905,40,9,single,rented,yes,Lawyer,Bulandshahr,Uttar_Pradesh,7,11,1
4456,7723951,35,8,married,rented,no,Architect,Vasai-Virar,Maharashtra,7,14,0
4457,8251849,66,16,married,rented,yes,Aviator,Sultan_Pur_Majra,Delhi,14,12,0
4458,485503,73,7,single,rented,yes,Police_officer,Bhilai,Chhattisgarh,6,13,0
4459,1960736,71,14,single,rented,no,Technician,Bihar_Sharif,Bihar,5,10,0
4460,1999104,25,12,single,rented,yes,Geologist,Kamarhati,West_Bengal,11,14,1
4461,8639080,67,14,single,rented,no,Drafter,Tenali,Andhra_Pradesh,7,14,0
4462,9073489,76,3,single,rented,no,Consultant,Jalna,Maharashtra,3,11,0
4463,5957090,48,18,married,rented,yes,Economist,Hubliâ€“Dharwad,Karnataka,3,12,0
4464,7638090,54,6,single,rented,no,Engineer,Thoothukudi,Tamil_Nadu,6,11,0
4465,3952093,57,7,single,rented,no,Police_officer,Muzaffarnagar,Uttar_Pradesh,7,10,1
4466,2537444,49,1,single,rented,yes,Hotel_Manager,Muzaffarpur,Bihar,1,12,0
4467,7755974,41,0,single,rented,yes,Geologist,Mango,Jharkhand,0,10,0
4468,5910956,31,15,single,norent_noown,no,Surveyor,Sultan_Pur_Majra,Delhi,8,10,0
4469,9655646,27,12,single,rented,no,Police_officer,Danapur,Bihar,5,10,1
4470,3611839,55,20,single,rented,no,Civil_servant,Aurangabad[39],Bihar,10,12,0
4471,4931330,22,14,single,rented,yes,Firefighter,Noida,Uttar_Pradesh,5,10,0
4472,1399162,22,8,single,rented,yes,Software_Developer,Solapur,Maharashtra,8,10,0
4473,7691997,48,18,single,rented,yes,Scientist,Alappuzha,Kerala,8,12,1
4474,9368198,79,17,single,rented,yes,Technician,Visakhapatnam[4],Andhra_Pradesh,11,11,1
4475,3379005,77,1,single,rented,no,Microbiologist,Proddatur,Andhra_Pradesh,1,11,1
4476,6860791,47,2,single,rented,yes,Geologist,Tadepalligudem,Andhra_Pradesh,2,10,1
